personId,eventId,best,worldRank,continentRank,countryRank
2007GOTA01,333bf,10058,669,244,14
2016MALA01,333bf,10072,670,239,24
2021THOM03,333bf,10094,671,245,31
2014KIPR01,333bf,10106,672,26,19
2017DAVI29,333bf,10134,673,246,21
2017ASMU01,333bf,10148,674,247,6
2017RAMI07,333bf,10152,675,38,8
2015PERE29,333bf,10186,676,126,6
2015CLAR02,333bf,10198,677,39,6
2019VENZ01,333bf,10200,678,27,20
2016BAIR01,333bf,10202,679,127,97
2016FARR03,333bf,10205,680,128,98
2013BOTZ01,333bf,10214,681,248,32
2010WANG53,333bf,10214,681,240,93
2016KASI01,333bf,10230,683,241,17
2012KOST02,333bf,10232,684,249,21
2018SPIL01,333bf,10238,685,28,21
2015ZHAO22,333bf,10242,686,242,94
2016MARR03,333bf,10262,687,129,99
2011OBLA01,333bf,10263,688,250,22
2017NING02,333bf,10266,689,243,95
2012ZAKE02,333bf,10284,690,251,3
2014STAR05,333bf,10291,691,252,28
2013DICK01,333bf,10303,692,130,100
2015ROBI04,333bf,10306,693,131,101
2016KENN01,333bf,10309,694,29,22
2018AHMA02,333bf,10319,695,132,102
2011SUOJ01,333bf,10349,696,244,96
2017BELT01,333bf,10360,697,133,8
2017CHEJ02,333bf,10378,698,245,97
2017ZHAN96,333bf,10381,699,246,98
2017FONS04,333bf,10392,700,253,4
2010ANDE03,333bf,10398,701,254,13
2008ZHAN13,333bf,10406,702,247,99
2011FAUZ02,333bf,10426,703,248,25
2017MOAJ01,333bf,10428,704,249,1
2017PETE04,333bf,10460,705,134,103
2009ARSA01,333bf,10475,706,250,26
2018MEIR04,333bf,10481,707,251,3
2008AURO01,333bf,10487,708,255,33
2017SANT12,333bf,10509,709,40,19
2009ARAM01,333bf,10518,710,256,15
2014DING02,333bf,10522,711,252,100
2010MARI02,333bf,10532,712,257,9
2014ESTR01,333bf,10537,713,41,2
2015RAHH01,333bf,10547,714,253,14
2014PRIC01,333bf,10559,715,258,29
2007TAMB01,333bf,10583,716,42,20
2016BATT04,333bf,10588,717,259,11
2014CHIC01,333bf,10594,718,135,104
2014HAMM01,333bf,10601,719,136,105
2015HIGH01,333bf,10617,720,30,23
2014BILG01,333bf,10629,721,137,106
2017WANZ07,333bf,10630,722,254,101
2010CHEN20,333bf,10645,723,255,102
2012DROZ02,333bf,10658,724,260,36
2015KOEN01,333bf,10662,725,261,34
2007CHAN04,333bf,10669,726,138,107
2011FIOL01,333bf,10693,727,262,16
2019GRIE05,333bf,10700,728,263,35
2014UKEY01,333bf,10708,729,256,25
2018BOFF01,333bf,10716,730,264,12
2011CHAP01,333bf,10717,731,43,5
2015ANTO04,333bf,10726,732,265,17
2018BESE02,333bf,10730,733,266,23
2017OPRE02,333bf,10730,733,266,5
2007HERN02,333bf,10733,735,139,1
2015BART01,333bf,10748,736,268,5
2011ALVI01,333bf,10753,737,257,27
2019TRAN11,333bf,10775,738,31,24
2008SAMP01,333bf,10801,739,140,108
2018LUOY02,333bf,10819,740,258,103
2018GOME29,333bf,10825,741,44,21
2016REYE01,333bf,10832,742,259,18
2016DERO04,333bf,10840,743,45,22
2008MORE02,333bf,10856,744,269,22
2015ZHAO07,333bf,10859,745,260,104
2016DURA09,333bf,10859,745,270,37
2018HUMP01,333bf,10867,747,141,109
2017PETR02,333bf,10904,748,271,24
2018TAIR02,333bf,10918,749,261,29
2008VARG01,333bf,10934,750,272,10
2006TSAO01,333bf,10949,751,142,110
2016SUZU03,333bf,10978,752,46,9
2017GARC55,333bf,10980,753,273,18
2015DEGL01,333bf,10983,754,274,23
2013HAYA02,333bf,11002,755,262,30
2009SIEW01,333bf,11010,756,263,13
2016NIMI01,333bf,11012,757,264,105
2009CONT01,333bf,11013,758,275,13
2010DESJ01,333bf,11029,759,276,24
2017PANG07,333bf,11032,760,32,25
2017MILL12,333bf,11036,761,277,30
2017HERR02,333bf,11058,762,278,36
2015RIZZ02,333bf,11072,763,279,9
2012CALL01,333bf,11084,764,143,111
2011BERG02,333bf,11092,765,280,14
2017SUNC03,333bf,11103,766,265,9
2018MORE19,333bf,11120,767,47,6
2003WINO01,333bf,11138,768,144,112
2011HERE01,333bf,11139,769,145,9
2008DONG06,333bf,11180,770,266,106
2013KODA01,333bf,11187,771,267,31
2015CLAU02,333bf,11187,771,146,113
2014BAAR01,333bf,11196,773,281,6
2018NEMI01,333bf,11201,774,268,26
2009OKAY01,333bf,11205,775,269,32
2018POLK03,333bf,11217,776,282,25
2016CAST31,333bf,11224,777,147,10
2010WANG07,333bf,11240,778,270,107
2017FLOR35,333bf,11251,779,148,1
2012WENI01,333bf,11264,780,271,14
2017KLEI02,333bf,11266,781,283,37
2009HILD01,333bf,11276,782,149,114
2018SONG20,333bf,11286,783,272,108
2018LINB02,333bf,11295,784,273,10
2016CHEJ04,333bf,11295,784,273,109
2013SANT13,333bf,11295,784,284,19
2018CAST11,333bf,11307,787,285,20
2014MOCH01,333bf,11309,788,275,33
2015XION03,333bf,11311,789,276,110
2006ROBA01,333bf,11324,790,286,38
2018MAOJ03,333bf,11341,791,277,111
2018LUND01,333bf,11352,792,287,15
2016KELL12,333bf,11356,793,150,115
2018XIAR01,333bf,11371,794,151,116
2016RAZZ01,333bf,11373,795,288,26
2015YAKH01,333bf,11377,796,289,12
2008DANG01,333bf,11389,797,152,117
2017ABAR02,333bf,11409,798,153,16
2017CHAV07,333bf,11419,799,154,7
2014JIAN10,333bf,11425,800,155,118
2016AOKI02,333bf,11429,801,278,34
2015VUJA01,333bf,11440,802,290,1
2015MEHT08,333bf,11452,803,279,27
2011VARG03,333bf,11461,804,291,2
2010SHAP01,333bf,11480,805,292,7
2008WUKU01,333bf,11516,806,280,11
2012LEPI01,333bf,11525,807,293,25
2015IMMO01,333bf,11541,808,294,7
2013VALL03,333bf,11554,809,156,119
2014TEJA05,333bf,11572,810,281,28
2017FEBR01,333bf,11592,811,282,28
2004MAOT02,333bf,11599,812,157,120
2015SORI03,333bf,11604,813,48,2
2017LOUY01,333bf,11619,814,283,112
2004KRIG01,333bf,11622,815,295,16
2015MATH01,333bf,11629,816,284,29
2015JAJA01,333bf,11643,817,285,30
2016ATLA01,333bf,11648,818,296,3
2011TANG04,333bf,11654,819,286,113
2014TANA01,333bf,11675,820,287,35
2018BIDW02,333bf,11678,821,158,121
2012ACHA01,333bf,11699,822,49,7
2016DEXT01,333bf,11712,823,33,26
2010SHID01,333bf,11726,824,288,29
2010BREC01,333bf,11742,825,159,122
2016KOBA01,333bf,11750,826,289,36
2010BOON01,333bf,11761,827,290,4
2018WILL27,333bf,11778,828,297,31
2017RICH02,333bf,11787,829,160,123
2009PLES01,333bf,11793,830,298,39
2013MAHE02,333bf,11798,831,291,31
2012TOKA02,333bf,11799,832,299,40
2014PAVE01,333bf,11826,833,300,14
2015FLAC01,333bf,11845,834,161,124
2016REGA03,333bf,11861,835,292,19
2011ZHAN36,333bf,11872,836,293,114
2006BONN01,333bf,11891,837,301,26
2015XUXI01,333bf,11892,838,294,115
2017FURL02,333bf,11903,839,50,23
2009ROTA01,333bf,11941,840,302,15
2012SANT12,333bf,11947,841,303,21
2009WHIT01,333bf,11962,842,304,32
2014LALI01,333bf,11972,843,162,125
2015JIJI02,333bf,11976,844,295,116
2013MACI01,333bf,11977,845,305,22
2008CARU01,333bf,11983,846,51,8
2013LANG03,333bf,11986,847,163,126
2016KRUE01,333bf,11993,848,164,127
2008PEPK01,333bf,12005,849,306,41
2010RAHM02,333bf,12013,850,296,30
2017GAYN01,333bf,12042,851,165,128
2015CRUZ04,333bf,12046,852,52,7
2015JAIN21,333bf,12052,853,297,32
2012LAHL01,333bf,12061,854,307,10
2014BUEH01,333bf,12063,855,308,11
2017POPK01,333bf,12071,856,309,27
2011SHAH01,333bf,12090,857,298,33
2010JIMO01,333bf,12096,858,299,117
2018TOIP01,333bf,12110,859,300,2
2014WANG48,333bf,12110,859,166,17
2017YIIC01,333bf,12156,861,301,15
2015OMOR01,333bf,12163,862,53,24
2015PERC01,333bf,12179,863,167,1
2018SATO01,333bf,12184,864,34,27
2017MOLI05,333bf,12196,865,35,28
2015LUND03,333bf,12198,866,310,5
2016MORA24,333bf,12201,867,311,33
2016REIL03,333bf,12211,868,168,129
2014FANG01,333bf,12218,869,169,130
2016BOUR01,333bf,12221,870,312,27
2016XIZH01,333bf,12223,871,302,118
2015BOBO02,333bf,12232,872,303,20
2015SALL01,333bf,12234,873,170,131
2011WISN03,333bf,12236,874,313,42
2008HEJJ01,333bf,12255,875,314,11
2015SABI01,333bf,12264,876,304,31
2015KODA01,333bf,12266,877,305,34
2012SZEL01,333bf,12282,878,171,132
2011LINB01,333bf,12293,879,172,133
2012ZABR01,333bf,12308,880,315,28
2015DAIS01,333bf,12321,881,306,119
2013LEON03,333bf,12329,882,54,8
2014PARK08,333bf,12361,883,307,15
2017FLOR05,333bf,12371,884,55,9
2016ZHIT01,333bf,12382,885,316,29
2010MISA01,333bf,12385,886,308,37
2008TROM01,333bf,12396,887,317,12
2012DYGI01,333bf,12401,888,309,21
2009WANG21,333bf,12425,889,310,120
2013CRON01,333bf,12442,890,1,1
2014VERT01,333bf,12451,891,311,22
2014CABR05,333bf,12468,892,56,3
2015JOLL02,333bf,12489,893,312,35
2015VEER01,333bf,12497,894,173,134
2018YERK02,333bf,12520,895,313,4
2012GOLI02,333bf,12530,896,314,3
2020GROD01,333bf,12562,897,318,43
2018MACH13,333bf,12576,898,319,38
2014GULA02,333bf,12576,898,315,2
2017KOST06,333bf,12576,898,319,30
2013GOME02,333bf,12613,901,321,23
2011KERN02,333bf,12631,902,322,39
2009MAUL01,333bf,12634,903,316,32
2012BENS01,333bf,12654,904,174,135
2016GREE04,333bf,12655,905,175,136
2014ESPI01,333bf,12665,906,317,23
2006DZOA03,333bf,12676,907,176,137
2016ACUN04,333bf,12700,908,318,24
2014KAMA02,333bf,12729,909,323,31
2018PANT03,333bf,12741,910,57,10
2015POWE03,333bf,12742,911,177,138
2007VALK01,333bf,12774,912,324,7
2006TABU02,333bf,12793,913,319,38
2018HAMK01,333bf,12793,913,325,44
2017FURE01,333bf,12800,915,326,12
2018BOND03,333bf,12814,916,327,13
2014SULL02,333bf,12820,917,178,139
2015YINC01,333bf,12830,918,320,5
2007GOHO01,333bf,12833,919,321,16
2012GARC06,333bf,12862,920,179,11
2010CULL01,333bf,12866,921,328,28
2013GERH01,333bf,12871,922,329,40
2017CALD04,333bf,12897,923,58,25
2014BLAI02,333bf,12908,924,330,29
2017KUMA42,333bf,12918,925,322,36
2014MARO01,333bf,12938,926,331,30
2016BUST04,333bf,12943,927,59,3
2016PATT02,333bf,12960,928,180,18
2011KUMA01,333bf,12961,929,323,37
2017WANQ06,333bf,12995,930,324,121
2017DUMM01,333bf,13001,931,332,16
2017XIAN12,333bf,13006,932,325,16
2010KILD02,333bf,13024,933,333,41
2010KIPA01,333bf,13048,934,334,45
2015SUCK01,333bf,13059,935,326,17
2014MODI01,333bf,13092,936,327,38
2017PABI01,333bf,13145,937,335,46
2019SUNY09,333bf,13146,938,328,122
2009TOMA01,333bf,13149,939,336,47
2017MCNE01,333bf,13182,940,36,29
2015HERN17,333bf,13182,940,337,24
2011LIMA01,333bf,13201,942,60,26
2013AYAL03,333bf,13219,943,61,2
2011KNOT01,333bf,13230,944,338,48
2016TABA01,333bf,13235,945,329,25
2011REYN02,333bf,13240,946,339,31
2015YOSH01,333bf,13256,947,330,26
2014STEL02,333bf,13273,948,181,19
2011ANGG04,333bf,13293,949,331,33
2015HUDO01,333bf,13303,950,332,34
2015ROND03,333bf,13323,951,62,11
2009BOUL03,333bf,13328,952,182,20
2021WANG31,333bf,13339,953,333,123
2012CHIE01,333bf,13341,954,183,140
2016XIEY03,333bf,13368,955,334,124
2017PONO01,333bf,13369,956,340,32
2013GOYA01,333bf,13375,957,63,27
2018LUDE01,333bf,13390,958,64,1
2013CONA01,333bf,13397,959,184,141
2017ILIN01,333bf,13450,960,341,33
2017JINJ02,333bf,13467,961,335,125
2013YAMA01,333bf,13475,962,336,39
2014GRIG01,333bf,13514,963,185,142
2005ANGO01,333bf,13523,964,342,25
2016SORI04,333bf,13539,965,186,143
2017AJCA01,333bf,13552,966,187,8
2011BOIS01,333bf,13567,967,343,32
2019QUIS07,333bf,13575,968,65,12
2017HUYN05,333bf,13579,969,188,144
2015STAU01,333bf,13591,970,344,42
2013WUFA03,333bf,13593,971,337,126
2014LUKI03,333bf,13622,972,345,3
2016VENK03,333bf,13655,973,338,39
2016SIMK01,333bf,13669,974,346,3
2018MEHM02,333bf,13672,975,347,1
2015MEDE01,333bf,13674,976,66,3
2011CHAN10,333bf,13689,977,339,127
2015MUDG01,333bf,13702,978,340,40
2009BONN01,333bf,13704,979,348,33
2013MORA02,333bf,13708,980,349,26
2010YANG16,333bf,13710,981,341,128
2011WANG52,333bf,13717,982,342,129
2010SABA01,333bf,13761,983,350,27
2017MEYN01,333bf,13775,984,351,4
2007PERG01,333bf,13777,985,352,13
2008MCKN01,333bf,13785,986,189,145
2016FLOR24,333bf,13809,987,353,17
2016CIRG01,333bf,13812,988,354,3
2008HASH02,333bf,13835,989,343,40
2012TILG02,333bf,13835,989,355,4
2011MOLI01,333bf,13844,991,356,28
2008KARL02,333bf,13875,992,357,43
2005SUSE01,333bf,13887,993,344,41
2012JIAN07,333bf,13915,994,345,130
2011NIAP01,333bf,13921,995,346,4
2014JOYO01,333bf,13980,996,347,18
2008JEWR01,333bf,14005,997,190,146
2017TECU01,333bf,14018,998,191,12
2018JIAO01,333bf,14031,999,348,131
2018BAIX03,333bf,14032,1000,349,132
2008SKAR01,333bf,14045,1001,358,18
2017KODI01,333bf,14075,1002,350,2
2018SKAL02,333bf,14090,1003,192,147
2007SHIR01,333bf,14096,1004,351,42
2016HARL01,333bf,14139,1005,359,34
2013ERTA03,333bf,14146,1006,360,2
2015VANL01,333bf,14165,1007,193,148
2019HORV01,333bf,14189,1008,361,14
2015SHET05,333bf,14196,1009,352,41
2018LIAO08,333bf,14205,1010,353,133
2014ISHI04,333bf,14213,1011,354,43
2017FRIS01,333bf,14242,1012,362,19
2015HSIE02,333bf,14248,1013,355,12
2016DING05,333bf,14251,1014,356,134
2014ZAIT01,333bf,14266,1015,363,14
2010GRAN02,333bf,14279,1016,37,8
2013ABER01,333bf,14287,1017,365,20
2011ARAY01,333bf,14295,1018,67,4
2012ZAVA01,333bf,14339,1019,194,149
2006KASP02,333bf,14348,1020,366,8
2015COPA04,333bf,14356,1021,68,4
2010COOK01,333bf,14360,1022,195,150
2016CHIL02,333bf,14361,1023,357,42
2016MULL04,333bf,14386,1024,196,151
2017TURC02,333bf,14391,1025,367,6
2013JEZI01,333bf,14408,1026,368,49
2009YANG31,333bf,14421,1027,358,17
2015VILL14,333bf,14462,1028,359,27
2017ERSA01,333bf,14467,1029,360,5
2017KROK01,333bf,14472,1030,369,50
2011MARS01,333bf,14473,1031,370,34
2012ELLI01,333bf,14491,1032,197,152
2008MIZU01,333bf,14494,1033,198,153
2016SANT03,333bf,14524,1034,69,28
2017AIRD01,333bf,14554,1035,199,21
2018CRUZ17,333bf,14558,1036,70,1
2018SEON02,333bf,14571,1037,361,19
2017BAUM02,333bf,14574,1038,200,22
2015CHEN87,333bf,14574,1038,362,135
2014RONG01,333bf,14599,1040,371,5
2014SUNG01,333bf,14610,1041,363,136
2017RONA02,333bf,14611,1042,372,4
2015BROW03,333bf,14615,1043,201,154
2014JIME05,333bf,14617,1044,71,10
2016MITC06,333bf,14636,1045,373,35
2013OZCE01,333bf,14639,1046,374,3
2011ARDI03,333bf,14639,1046,364,35
2016AGRA01,333bf,14642,1048,202,155
2012MAHV01,333bf,14688,1049,203,156
2017GRBL01,333bf,14703,1050,375,4
2016LINP04,333bf,14707,1051,365,137
2014HALE02,333bf,14713,1052,366,20
2017MCLE03,333bf,14725,1053,38,30
2013POMI01,333bf,14739,1054,376,51
2011MAHT02,333bf,14750,1055,367,5
2017CUES02,333bf,14773,1056,72,2
2018VARG10,333bf,14785,1057,73,13
2017ROJA17,333bf,14792,1058,204,1
2019ORDO01,333bf,14796,1059,74,11
2006YOUN03,333bf,14819,1060,205,157
2013ZHUR03,333bf,14826,1061,377,35
2005BOUC01,333bf,14827,1062,206,23
2011GREE03,333bf,14829,1063,378,36
2011LOHR01,333bf,14842,1064,379,44
2013ARIZ01,333bf,14857,1065,75,12
2011BHAT02,333bf,14858,1066,368,43
2009YANG06,333bf,14859,1067,369,138
2019SUNT01,333bf,14872,1068,370,139
2010LAND01,333bf,14876,1069,207,13
2008CAOP01,333bf,14885,1070,371,140
2018DUKE01,333bf,14930,1071,208,158
2013VASI02,333bf,14935,1072,380,7
2007HOHU01,333bf,14945,1073,372,6
2015WITM01,333bf,14946,1074,381,9
2016SUYU02,333bf,14948,1075,373,141
2017PRES02,333bf,14954,1076,209,159
2012ADRI01,333bf,14970,1077,382,8
2008ASIS01,333bf,14976,1078,210,24
2015CHAL01,333bf,14977,1079,76,14
2008PEIX01,333bf,15016,1080,374,142
2009TIRA01,333bf,15027,1081,383,30
2009KOMP01,333bf,15031,1082,384,15
2013ERTA02,333bf,15049,1083,385,4
2015LEEJ02,333bf,15084,1084,211,160
2015RHOD02,333bf,15084,1084,211,160
2008VIRO01,333bf,15110,1086,386,34
2015WIDD01,333bf,15112,1087,213,162
2019BAKE06,333bf,15128,1088,39,31
2016DIET01,333bf,15134,1089,387,45
2015FELI01,333bf,15144,1090,77,15
2013MORE11,333bf,15158,1091,375,44
2010KHOO01,333bf,15161,1092,214,25
2018RIAB01,333bf,15166,1093,388,16
2011ALLU01,333bf,15171,1094,215,163
2014DAYM01,333bf,15174,1095,389,37
2018MART18,333bf,15175,1096,390,31
2013LEER01,333bf,15217,1097,216,164
2015ALAN02,333bf,15218,1098,391,21
2010PAUL02,333bf,15223,1099,392,17
2009BATT02,333bf,15227,1100,217,165
2017KALI04,333bf,15240,1101,40,32
2016KINS01,333bf,15251,1102,376,18
2014OHLE01,333bf,15259,1103,393,46
2014JANE01,333bf,15273,1104,394,52
2017ZHUA02,333bf,15285,1105,377,143
2011LUDW01,333bf,15287,1106,395,47
2013GUYU01,333bf,15300,1107,378,144
2017GOLD02,333bf,15300,1107,396,38
2013OBLE01,333bf,15345,1109,397,48
2016ELOV01,333bf,15366,1110,398,8
2018KIMS08,333bf,15366,1110,379,21
2004GALL02,333bf,15368,1112,399,35
2017KUMA30,333bf,15370,1113,380,45
2015ZHYD01,333bf,15380,1114,400,17
2014SAID02,333bf,15399,1115,401,2
2017PARK04,333bf,15419,1116,218,166
2012XIAR01,333bf,15419,1116,381,145
2014BELK01,333bf,15421,1118,219,167
2017ALEM01,333bf,15444,1119,78,16
2011IRIF01,333bf,15448,1120,382,44
2014OLIV14,333bf,15452,1121,79,29
2016BRIJ01,333bf,15456,1122,220,168
2015CHEN30,333bf,15459,1123,383,146
2017AVIL07,333bf,15468,1124,221,9
2012CAPP01,333bf,15469,1125,402,18
2013MIRA02,333bf,15471,1126,80,30
2007COMP01,333bf,15491,1127,2,2
2014BOYL01,333bf,15552,1128,41,33
2013HUAN07,333bf,15557,1129,222,169
2011FYDR01,333bf,15569,1130,403,53
2003MAKI01,333bf,15570,1131,384,45
2008HINL01,333bf,15574,1132,385,7
2016LUKU01,333bf,15628,1133,386,147
2016SILV07,333bf,15629,1134,404,9
2016IDRU01,333bf,15649,1135,387,19
2015FAVA01,333bf,15668,1136,405,19
2010HARI01,333bf,15673,1137,388,36
2010ZHAO11,333bf,15689,1138,389,148
2016LAIL01,333bf,15719,1139,390,149
2016DONG02,333bf,15723,1140,391,150
2011SALG01,333bf,15738,1141,81,13
2015VACA01,333bf,15767,1142,82,5
2012PLAC01,333bf,15770,1143,406,20
2014MENO01,333bf,15778,1144,392,28
2008NIEL01,333bf,15812,1145,407,8
2012JEFF01,333bf,15824,1146,408,39
2012VERS03,333bf,15826,1147,409,10
2012CHON03,333bf,15841,1148,393,13
2005HANT01,333bf,15856,1149,410,15
2014ENES01,333bf,15876,1150,411,9
2014GISB01,333bf,15878,1151,412,32
2016GULI02,333bf,15892,1152,413,21
2016SOUS06,333bf,15897,1153,83,31
2020QUAN03,333bf,15902,1154,394,3
2017KERY01,333bf,15961,1155,414,18
2015SANC02,333bf,15973,1156,84,17
2007LOPE01,333bf,15974,1157,415,33
2009DIMP01,333bf,15981,1158,416,22
2017KIRA01,333bf,15983,1159,395,46
2007JAKU01,333bf,16005,1160,417,54
2011TORG01,333bf,16006,1161,418,0
2015SPEN01,333bf,16052,1162,419,40
2018PRAS05,333bf,16059,1163,396,6
2014SORI05,333bf,16061,1164,223,14
2010GROB02,333bf,16073,1165,420,49
2009LOHU01,333bf,16074,1166,397,14
2019SHUL03,333bf,16075,1167,421,19
2013HEIN01,333bf,16085,1168,85,32
2015DUBR01,333bf,16092,1169,422,37
2017JIHA01,333bf,16097,1170,398,151
2009CHAN15,333bf,16105,1171,399,37
2017EZEN01,333bf,16114,1172,423,11
2017PIHE01,333bf,16136,1173,424,3
2009KRUU01,333bf,16163,1174,425,4
2005LODA01,333bf,16171,1175,224,170
2016BORG02,333bf,16192,1176,401,47
2007ADSU01,333bf,16237,1177,225,171
2017RAMI08,333bf,16270,1178,226,15
2007FUBO01,333bf,16303,1179,402,153
2016XIAZ02,333bf,16333,1180,403,154
2010IBAR01,333bf,16337,1181,426,34
2014SZWU01,333bf,16374,1182,427,55
2007NISH01,333bf,16384,1183,404,46
2012LIUB01,333bf,16387,1184,227,172
2017LAMB06,333bf,16389,1185,228,173
2009XUAN03,333bf,16398,1186,405,155
2015VOON01,333bf,16420,1187,406,20
2008LINE01,333bf,16425,1188,229,26
2014MUTC01,333bf,16426,1189,230,27
2005LUCZ01,333bf,16433,1190,428,56
2012IVAN01,333bf,16439,1191,429,20
2017ZHAN19,333bf,16440,1192,407,156
2012WANG18,333bf,16441,1193,408,157
2015NHAT02,333bf,16453,1194,409,4
2015RAMI14,333bf,16475,1195,231,2
2013VIDA02,333bf,16506,1196,86,9
2013FARI02,333bf,16524,1197,232,174
2009LOOS01,333bf,16528,1198,430,50
2018MULL07,333bf,16529,1199,431,51
2018ZENG01,333bf,16535,1200,233,28
2008OMYO01,333bf,16544,1201,410,47
2015TAKE01,333bf,16550,1202,411,48
2017THIO01,333bf,16558,1203,432,36
2013BALI01,333bf,16561,1204,234,175
2008ZHON01,333bf,16595,1205,412,158
2013DIAS03,333bf,16642,1206,87,33
2007OMUR01,333bf,16643,1207,413,49
2015MLOS01,333bf,16643,1207,433,57
2015XUWE02,333bf,16647,1209,414,159
2017YANG62,333bf,16669,1210,235,29
2011ZAKR01,333bf,16675,1211,434,58
2012BROU01,333bf,16676,1212,236,30
2008WONE01,333bf,16687,1213,237,176
2015GREI01,333bf,16703,1214,238,177
2017HOON01,333bf,16743,1215,415,21
2008PUTH01,333bf,16745,1216,416,48
2015ZHAN27,333bf,16770,1217,417,160
2019RYDL01,333bf,16771,1218,435,59
2018PANO01,333bf,16773,1219,436,38
2017HOFR01,333bf,16790,1220,239,178
2012WALK02,333bf,16810,1221,240,179
2012PATE01,333bf,16840,1222,437,0
2019SHKO01,333bf,16846,1223,438,1
2014YANG11,333bf,16849,1224,418,161
2015WUHA05,333bf,16863,1225,419,15
2009SIEW03,333bf,16867,1226,420,22
2019BRUC06,333bf,16871,1227,42,34
2012JAYA03,333bf,16918,1228,421,49
2015RAME01,333bf,16964,1229,241,31
2015SUNG01,333bf,16965,1230,422,29
2016FAUS01,333bf,16989,1231,242,180
2017ZHUY07,333bf,17005,1232,423,162
2016TIAN04,333bf,17014,1233,424,16
2010MACA01,333bf,17024,1234,43,35
2019MARK03,333bf,17069,1235,439,3
2008RODR01,333bf,17085,1236,440,35
2017LIWI03,333bf,17114,1237,243,181
2008HANG01,333bf,17115,1238,425,8
2009CHAO03,333bf,17143,1239,426,163
2010RUGA01,333bf,17148,1240,427,38
2011THOM01,333bf,17153,1241,244,182
2008SMIT01,333bf,17155,1242,245,183
2016SILV02,333bf,17173,1243,88,34
2017LIND01,333bf,17186,1244,441,22
2013SAYP01,333bf,17193,1245,246,10
2010REHA01,333bf,17207,1246,428,39
2014CORD04,333bf,17212,1247,89,18
2017LIZH13,333bf,17214,1248,429,164
2017HICK03,333bf,17220,1249,247,184
2012MAYE01,333bf,17240,1250,442,13
2007VUNI01,333bf,17267,1251,248,185
2011CHOI02,333bf,17272,1252,443,52
2003POCH01,333bf,17277,1253,444,53
2014VIKS02,333bf,17285,1254,445,10
2014CHOL01,333bf,17296,1255,249,186
2014BLOC01,333bf,17331,1256,250,187
2010TANE01,333bf,17333,1257,430,50
2017DAIF01,333bf,17360,1258,431,165
2017BOLO01,333bf,17361,1259,251,32
2016GOTT01,333bf,17370,1260,252,188
2013STRE01,333bf,17379,1261,253,189
2017PATT06,333bf,17380,1262,254,190
2016FUTA01,333bf,17389,1263,432,50
2006ORLA01,333bf,17389,1263,432,51
2014HAGM01,333bf,17395,1265,446,23
2017YUZH03,333bf,17435,1266,434,166
2014LEEY01,333bf,17441,1267,255,191
2010GREG01,333bf,17445,1268,447,4
2014BELL02,333bf,17553,1269,256,192
2010OMUL02,333bf,17554,1270,448,5
2013ROGA02,333bf,17557,1271,449,60
2016AREN01,333bf,17560,1272,450,36
2017SUGO01,333bf,17592,1273,435,40
2007PAPA01,333bf,17602,1274,436,30
2008BUCS01,333bf,17610,1275,90,35
2017ALAY02,333bf,17614,1276,257,11
2017MELL02,333bf,17621,1277,451,14
2017BRYA06,333bf,17628,1278,258,193
2010CORM02,333bf,17709,1279,259,33
2017CUDE01,333bf,17716,1280,452,37
2017AGUI15,333bf,17723,1281,91,19
2017YANR02,333bf,17740,1282,437,167
2018ABLA01,333bf,17741,1283,453,5
2011MELI01,333bf,17748,1284,454,21
2011WANG30,333bf,17759,1285,438,168
2009AGUS01,333bf,17770,1286,439,41
2015CLAR13,333bf,17773,1287,455,41
2013SILV01,333bf,17789,1288,92,36
2008YUNS02,333bf,17806,1289,440,22
2015SKAC02,333bf,17810,1290,456,39
2015CALL05,333bf,17815,1291,441,31
2012YEMI01,333bf,17822,1292,457,38
2015JONE07,333bf,17828,1293,458,42
2009PUTR07,333bf,17847,1294,442,42
2016NILS03,333bf,17875,1295,459,6
2015HIGG01,333bf,17894,1296,260,194
2011BALA03,333bf,17928,1297,460,16
2017ALMO03,333bf,17933,1298,443,1
2019BANG01,333bf,17956,1299,444,7
2010LIUR02,333bf,17984,1300,445,169
2008LOPE03,333bf,18012,1301,261,16
2010JANG01,333bf,18014,1302,446,17
2012BARI01,333bf,18016,1303,461,6
2014ERNE01,333bf,18037,1304,44,36
2015ZHUX01,333bf,18040,1305,447,170
2017OSOV01,333bf,18063,1306,462,40
2015SANC11,333bf,18072,1307,262,195
2014JIAN14,333bf,18092,1308,45,9
2010RAMA10,333bf,18134,1309,448,43
2014NURH01,333bf,18136,1310,449,44
2014STIN01,333bf,18139,1311,263,196
2010ADHI02,333bf,18160,1312,450,45
2006OOKU02,333bf,18196,1313,451,51
2014ESWA01,333bf,18211,1314,452,52
2015NIET01,333bf,18218,1315,93,5
2010MLLE02,333bf,18228,1316,463,54
2016CETR01,333bf,18265,1317,464,55
2016TUCH02,333bf,18267,1318,465,43
2018YUAN02,333bf,18268,1319,466,2
2011SOKO02,333bf,18289,1320,467,41
2017KITA01,333bf,18299,1321,453,52
2012VASH01,333bf,18310,1322,468,3
2006BYUN01,333bf,18316,1323,454,23
2010WIBO01,333bf,18375,1324,455,46
2016SHAN03,333bf,18398,1325,456,171
2012MARI04,333bf,18419,1326,94,14
2010MARU01,333bf,18435,1327,457,47
2015MYEO01,333bf,18435,1327,457,24
2018DUAA01,333bf,18453,1329,264,197
